兄弟 | 还不认亲 | Racism | hate [END]
我 | 和 | non-hate | non-hate [END]
黑人白人 | 偶尔看到 | Racism | hate [SEP] 黑人白人 | 看到了就觉得恶心 | Racism | hate [SEP] 黑黄混血 | 偶尔看到 | Racism | hate [SEP] 黑黄混血 | 看到了就觉得恶心 | Racism | hate [END]
上海人 | 被 | Region | hate [SEP] 上海人 | 比 | Region | hate [SEP] 咱们长三角人 | 被 | Region | hate [SEP] 咱们长三角人 | 比 | Region | hate [SEP] 外来务 | 被 | Region | hate [SEP] 外来务 | 比 | Region | hate [END]
金庸大师 | 诚不我欺 | non-hate | non-hate [END]
藏污纳垢 | 恶心死你 | Racism | hate [END]
东北 | 还好 | non-hate | non-hate [SEP] 东北 | 对家乡文化一般都不太自信 | non-hate | non-hate [SEP] 东北人 | 还好 | non-hate | non-hate [SEP] 东北人 | 对家乡文化一般都不太自信 | non-hate | non-hate [END]
中非友谊 | 真的很“好” | non-hate | non-hate [END]
蛮 | 少数民族 | Racism | hate [END]
小鸡 | 宁愿小鸡 | Sexism | hate [SEP] 小鸡 | 守活寡🤣 | Sexism | hate [SEP] 小鸡 | 也 | Sexism | hate [SEP] 小鸡 | 不想 | Sexism | hate [END]
小管家 | 没有匿名的 | non-hate | non-hate [END]
北方人 | 被地狱狗蔑称为南大人 | Region | hate [SEP] 北方 | 被地狱狗蔑称为南大人 | Region | hate [SEP] 南方人 | 被地狱狗蔑称为南大人 | Region | hate [END]
小仙女 | 中国男人 | Sexism | hate [SEP] 小仙女 | 中国男人应该灭绝 | Sexism | hate [END]
抖音 | 默默的重灾区 | Sexism | hate [END]
小鲜肉和网红 | 莫名反感 | non-hate | non-hate [SEP] 小鲜肉和网红 | 反 | non-hate | non-hate [SEP] 小鲜肉和网红 | 很腐败很不好 | non-hate | non-hate [SEP] 小鲜肉和网红 | 厌恶反感 | non-hate | non-hate [SEP] 同性恋 | 莫名反感 | non-hate | non-hate [SEP] 同性恋 | 反 | non-hate | non-hate [SEP] 同性恋 | 很腐败很不好 | non-hate | non-hate [SEP] 同性恋 | 厌恶反感 | non-hate | non-hate [SEP] 网红 | 莫名反感 | non-hate | non-hate [SEP] 网红 | 反 | non-hate | non-hate [SEP] 网红 | 很腐败很不好 | non-hate | non-hate [SEP] 网红 | 厌恶反感 | non-hate | non-hate [SEP] 小鲜肉 | 莫名反感 | non-hate | non-hate [SEP] 小鲜肉 | 反 | non-hate | non-hate [SEP] 小鲜肉 | 很腐败很不好 | non-hate | non-hate [SEP] 小鲜肉 | 厌恶反感 | non-hate | non-hate [END]
洛阳口音 | 你能分清嘛 | non-hate | non-hate [SEP] 商丘 | 你能分清嘛 | non-hate | non-hate [SEP] 信阳口音 | 你能分清嘛 | non-hate | non-hate [END]
吧里的年轻人们 | 可 | non-hate | non-hate [END]
同性恋 | 来这个吧挑战 | LGBTQ | hate [SEP] 同性恋 | 不正常 | LGBTQ | hate [SEP] 同性 | 来这个吧挑战 | LGBTQ | hate [SEP] 同性 | 不正常 | LGBTQ | hate [SEP] 智商低的同性恋 | 来这个吧挑战 | LGBTQ | hate [SEP] 智商低的同性恋 | 不正常 | LGBTQ | hate [END]
你这种把身边当世界的人 | 没什么好说的 | non-hate | non-hate [END]
非洲 | 去 | Region | hate [SEP] 天龙人 | 去 | Region | hate [END]
推 | 去推特看看就知道了，♠️ | non-hate | non-hate [END]
这种人 | 如何评价 | non-hate | non-hate [END]
你 | 白叠 | non-hate | non-hate [END]
男的 | 有几 | Sexism | hate [SEP] 男的 | 天天颜文字啊 | Sexism | hate [END]
基佬 | 正常人也不会要 | LGBTQ | hate [SEP] 真艾 | 正常人也不会要 | LGBTQ | hate [END]
国女 | 容貌 | Sexism | hate [SEP] 国女 | 秒杀95%以上 | Sexism | hate [END]
倒贴找黑老丑的 | 倒贴找黑老丑的我都隔应，不自重自爱，就要被唾弃。 | Racism | hate [END]
剖腹产 | 生孩子真的很痛，因为人类的脑子越来越大，而女性的骨盆却没增加过多少，导致顺产所产生的痛苦越来越大，也就是剖腹产的出现才让女性生育死亡率大大减少，也导致婴儿的脑袋越来越大。当然，能顺产就顺产，吃不住就来个剖腹产（剖腹产能避免阴道撕裂的可能性从而减缓了产后性生活的不和谐）。 | Sexism | hate [END]
两个女生 | 白人 | non-hate | non-hate [SEP] 你 | 白人 | non-hate | non-hate [END]
反 | 狗 | LGBTQ | hate [SEP] 同群 | 狗 | LGBTQ | hate [END]
好家伙 | 反串黑 | non-hate | non-hate [END]
逻辑高手 | 随便打俩字就是悖论 | non-hate | non-hate [END]
女的 | 那没事了 | non-hate | non-hate [END]
你 | 那你应该去放生吧 | non-hate | non-hate [END]
上海人 | 已 | Region | hate [SEP] 上海人 | 躺平 | Region | hate [END]
长江 | 都 | non-hate | non-hate [SEP] 长江 | 也可能属于 | non-hate | non-hate [SEP] 东北 | 都 | non-hate | non-hate [SEP] 东北 | 也可能属于 | non-hate | non-hate [SEP] 唐山 | 都 | non-hate | non-hate [SEP] 唐山 | 也可能属于 | non-hate | non-hate [SEP] 东 | 都 | non-hate | non-hate [SEP] 东 | 也可能属于 | non-hate | non-hate [SEP] 山东 | 都 | non-hate | non-hate [SEP] 山东 | 也可能属于 | non-hate | non-hate [END]
这个女的 | 被骗个精光 | Sexism | hate [SEP] 这个女的 | 惹得一身骚 | Sexism | hate [END]
那个男的 | 说话语气巨差无比 | non-hate | non-hate [END]
分享这玩意的 | 不是纯初生 | Sexism | hate [END]
我 | 要当吧主 | non-hate | non-hate [END]
女人 | 不能上桌吃饭 | Sexism | hate [SEP] 女人 | 不能上龙舟 | Sexism | hate [END]
这两地方 | 有优越感 | Region | hate [END]
女权 | 我成替身了？ | Sexism | hate [END]
白男娶黄女 | 炼铜 | Sexism | hate [SEP] 白男娶黄女 | 剩下两层是 | Sexism | hate [SEP] 白男娶黄女 | 猎奇 | Sexism | hate [END]
女人 | 越老越贬值， | Sexism | hate [SEP] 女人 | 越老越不能生 | Sexism | hate [SEP] 女权 | 越老越贬值， | Sexism | hate [SEP] 女权 | 越老越不能生 | Sexism | hate [END]
腐女 | 莫明就磕cp | Sexism | hate [SEP] 腐女 | 反感 | Sexism | hate [END]
他 | 哈哈哈网上说他是上海的 | non-hate | non-hate [END]
女方 | 婚前支付五年个人收入做彩礼 | non-hate | non-hate [SEP] 女方 | 不懂 | non-hate | non-hate [SEP] 女性 | 婚前支付五年个人收入做彩礼 | non-hate | non-hate [SEP] 女性 | 不懂 | non-hate | non-hate [END]
异性恋 | 什么时候 | non-hate | non-hate [SEP] 异性恋 | 还需要别人认可了？ | non-hate | non-hate [END]
努力大姐 | 还没死啊 | non-hate | non-hate [END]
同性恋 | 有什么资格给儿童定义？ | LGBTQ | hate [END]
这昵称 | 有点东西 | non-hate | non-hate [END]
你 | 去辱骂和攻击他人就是没素质 | Racism | hate [END]
上海(包括苏南浙北吴语区) | 喜欢排斥江淮地区，苏北和安徽中北部 | Region | hate [END]
所有的女人 | 生孩子多么多么痛、多么多么难，多么多么危险 | Sexism | hate [END]
我也是一样的 ，哪怕在娶个二婚女，都不原意娶个交往过黑人的女孩，我也不会问她为什么非和黑人处。 | 我 | Racism | hate [END]
老子 | 种族主义者 | Racism | hate [END]
国女 | 急死的 | Sexism | hate [SEP] 国女 | 出来了 | Sexism | hate [END]
你 | 好big胆！叫《女王》《小仙女》《新时代独立女性》 | Sexism | hate [SEP] 女 | 好big胆！叫《女王》《小仙女》《新时代独立女性》 | Sexism | hate [END]
中国eg | 还不允许 | Sexism | hate [SEP] 中国男生 | 还不允许 | Sexism | hate [END]
大国气度 | 接盘 | non-hate | non-hate [END]
女人 | 一个懦弱又自我感动的大** | Sexism | hate [END]
她们 | 等到中国遍地黑娃 | Racism | hate [END]
你 | 能在化粪池里面找一条干净的蛆？ | Racism | hate [END]
广东老太太 | 嗓门大 | non-hate | non-hate [SEP] 广东老太太 | 谁都不虚 | non-hate | non-hate [END]
我 | 很难有 | non-hate | non-hate [SEP] 我 | 在老家没有容身之处 | non-hate | non-hate [SEP] 我 | 没有领地意识 | non-hate | non-hate [END]
安徽人 | 本分很踏实 | Region | hate [SEP] 安徽人 | 身上有气节 | Region | hate [END]
这 | 恋童癖 | non-hate | non-hate [END]
辽足辽篮球迷 | 没素质事 | Region | hate [END]
人造子宫 | 为了女性不受十月怀胎，骨肉分离之苦 | Sexism | hate [END]
男生 | 劝 | Sexism | hate [SEP] 男生 | 千万不能喝 | Sexism | hate [SEP] 男生 | 脑子里都是那点破事儿的 | Sexism | hate [SEP] 女生 | 劝 | Sexism | hate [SEP] 女生 | 千万不能喝 | Sexism | hate [SEP] 女生 | 脑子里都是那点破事儿的 | Sexism | hate [END]
二次元和微博 | 沙軟 | non-hate | non-hate [END]
潮汕火锅 | 什么味道啊 | non-hate | non-hate [END]
骗婚的人品有问题的人 | 🐶那本来就是骗婚的人品有问题的人啊，你抵制他们难道会消失吗 | non-hate | non-hate [END]
广西 | 被黑得很惨 | Region | hate [END]
跪虫族 | 好好看看它们 | Racism | hate [SEP] 跪虫族 | 虫爹在面对人类精英足球队根本就没有赢可能性 | Racism | hate [END]
你们 | 以为自己是谁 | Racism | hate [SEP] 你们 | 体现自己是 | Racism | hate [SEP] 猴子 | 以为自己是谁 | Racism | hate [SEP] 猴子 | 体现自己是 | Racism | hate [END]
人家 | 说的是生理上而不是理性 | non-hate | non-hate [END]
东北 | 付出的最多 | Region | hate [SEP] 东北 | 可笑 | Region | hate [END]
畒勾叫的 | 还没路边蝲蝲 | Sexism | hate [SEP] 畒勾叫的 | 叫的好听 | Sexism | hate [END]
长三角 | 安徽口碑比以前好多了 | non-hate | non-hate [END]
不分 | 都 | non-hate | non-hate [SEP] 不分 | 去点个赞 | non-hate | non-hate [SEP] 不分 | 自有 | non-hate | non-hate [SEP] 胡乱打拳的大家 | 都 | non-hate | non-hate [SEP] 胡乱打拳的大家 | 去点个赞 | non-hate | non-hate [SEP] 胡乱打拳的大家 | 自有 | non-hate | non-hate [SEP] 恶人 | 都 | non-hate | non-hate [SEP] 恶人 | 去点个赞 | non-hate | non-hate [SEP] 恶人 | 自有 | non-hate | non-hate [END]
他们 | 被国女逼的 | Sexism | hate [END]
基佬 | 同类相食的怪物 | LGBTQ | hate [END]
混血儿 | 丑八怪的多了去 | Racism | hate [END]
你们上海人 | 黑白完人 | Region | hate [SEP] 你们上海人 | 小白兔 | Region | hate [END]
上海 | 排外歧视很严重 | Region | hate [END]
这相机 | 不错 | non-hate | non-hate [SEP] 这相机 | 对焦准，宽容度高 | non-hate | non-hate [END]
直男 | 那些不够敏感的男性 | Sexism | hate [SEP] 直男 | 敏感、多疑、热衷于勾心斗角 | Sexism | hate [SEP] 直男 | 讽刺 | Sexism | hate [SEP] 很多女的 | 那些不够敏感的男性 | Sexism | hate [SEP] 很多女的 | 敏感、多疑、热衷于勾心斗角 | Sexism | hate [SEP] 很多女的 | 讽刺 | Sexism | hate [SEP] 女的 | 那些不够敏感的男性 | Sexism | hate [SEP] 女的 | 敏感、多疑、热衷于勾心斗角 | Sexism | hate [SEP] 女的 | 讽刺 | Sexism | hate [END]
贴吧 | 安全 | non-hate | non-hate [SEP] 贴吧 | 不能容许过多严重触犯 | non-hate | non-hate [END]
答主 | 日本血统 | non-hate | non-hate [END]
那女的 | 作态还非常低贱 | Sexism | hate [END]
她们 | 不反对 | Racism | hate [SEP] 她们 | 结婚以后一定要和老公孩子待在非洲不要回来 | Racism | hate [END]
国人 | 这要是 | Racism | hate [SEP] 毛子 | 这要是 | Racism | hate [END]
河南 | 口众多 | non-hate | non-hate [SEP] 河南 | 每个省份 | non-hate | non-hate [SEP] 河南 | 可能性非常大 | non-hate | non-hate [SEP] 河南人 | 口众多 | non-hate | non-hate [SEP] 河南人 | 每个省份 | non-hate | non-hate [SEP] 河南人 | 可能性非常大 | non-hate | non-hate [END]
我 | 哎呀，该不会是我的拳打到你了吧？给你揉揉 | non-hate | non-hate [SEP] 你 | 哎呀，该不会是我的拳打到你了吧？给你揉揉 | non-hate | non-hate [END]
黑人 | 我会抱狗 但是不会抱 | Racism | hate [END]
它们 | 让 | non-hate | non-hate [SEP] 它们 | 多多发电 | non-hate | non-hate [END]
歪过男性 | 都是下头男 | Sexism | hate [SEP] 过男 | 都是下头男 | Sexism | hate [END]
男性 | 为 | non-hate | non-hate [SEP] 男性 | 图里的有智慧的人全是 | non-hate | non-hate [END]
商丘，驻马店，周口，豫南三市 | 被黑的最多 | Region | hate [END]
杨笠 | 把大部分小仙女心声说了出来 | Sexism | hate [END]
人形畜狌 | 除了寄声就是寝犯 | Sexism | hate [END]
我 | 河南的 | non-hate | non-hate [END]
奸**人的迷香 | 使用来 | Racism | hate [SEP] 奸**人的迷香 | 奸淫中国女人的那 | Racism | hate [SEP] 奸**人的迷香 | 迷香 | Racism | hate [SEP] 非洲黑人或者美洲黑人 | 使用来 | Racism | hate [SEP] 非洲黑人或者美洲黑人 | 奸淫中国女人的那 | Racism | hate [SEP] 非洲黑人或者美洲黑人 | 迷香 | Racism | hate [END]
黑人 | 五千年祖先都是灵长类动物 | Racism | hate [END]
你 | 人家自己说话 | non-hate | non-hate [SEP] 你 | 与 | non-hate | non-hate [END]
黑龙江 | 怎么 | non-hate | non-hate [SEP] 黑龙江 | 出的事啊 | non-hate | non-hate [END]
黑人 | 擅长音乐 | non-hate | non-hate [END]
你 | 可真惹不起 | Sexism | hate [SEP] 女拳 | 可真惹不起 | Sexism | hate [SEP] 女性 | 可真惹不起 | Sexism | hate [SEP] 男人 | 可真惹不起 | Sexism | hate [END]
异性恋 | 不好 | LGBTQ | hate [END]
你 | 中国有你这样的，真是中国的不幸 | non-hate | non-hate [END]
你 | 蒻痣 | non-hate | non-hate [END]
这种女人 | 你们公司就不该录用这种女人，会带坏公司的风气。 | Sexism | hate [END]
外人评论 | 最公开公正 | non-hate | non-hate [END]
小丑 | 能 | Racism | hate [SEP] 小丑 | 出来说一说你的成分吗 | Racism | hate [END]
黑人 | 咱 | Racism | hate [SEP] 黑人 | 物种歧视😅 | Racism | hate [END]
这 | 能凑出个完整的月莫吗？ | Sexism | hate [SEP] 臭亩钩 | 能凑出个完整的月莫吗？ | Sexism | hate [END]
我 | 种族主义者 | Racism | hate [SEP] 我 | 都不待见 | Racism | hate [SEP] 黑人白人 | 种族主义者 | Racism | hate [SEP] 黑人白人 | 都不待见 | Racism | hate [END]
河南的回族 | 简直互联网最底层🤣 | Region | hate [END]
女的 | 基本上没国家概念 | Sexism | hate [END]
北京人 | 对上海人很复杂的情绪 | Region | hate [END]
这位警官 | 尽职尽责的人 | non-hate | non-hate [END]
这 | 不要拿 | Sexism | hate [SEP] 凤毛麟角的人物 | 不要拿 | Sexism | hate [END]
有些人 | 玩个游戏都要捏个光头黑人 | Racism | hate [END]
她 | 不介绍 | non-hate | non-hate [END]
你 | 一个多月了有人理 | non-hate | non-hate [END]
慕尼黑 | 叛 | Racism | hate [END]
她 | 一邊罵街一邊yy | Sexism | hate [END]
男人 | 不婚 | non-hate | non-hate [END]
这狗 | 知道那些小狗是它的孩子吗？ | non-hate | non-hate [END]
山东人陕西人 | 不爱出门打工 | non-hate | non-hate [END]
亲子鉴定 | 希望跟验孕棒一样普及 | non-hate | non-hate [END]
台湾 | 我看台湾不光该骂，简直是该打！ | Region | hate [END]
黑人 | 是不是灵长类 | Racism | hate [SEP] 脸书 | 是不是灵长类 | Racism | hate [END]
龟男 | 道德观 | Sexism | hate [END]
湖南 | 由于答主口音有问题逃过一劫 | non-hate | non-hate [END]
ZF | 国内的艾滋病感染率大幅度增加 | non-hate | non-hate [END]
你 | 在呼唤你 | Racism | hate [END]
科学家 | 相信 | non-hate | non-hate [END]
女⭕️师 | 也不少 | Sexism | hate [END]
有一部分南方人 | 分不清北方口音 | non-hate | non-hate [END]
我方 | 保护 | non-hate | non-hate [END]
我 | 每天都在关注都看的！ | non-hate | non-hate [END]
兄弟 | 辛苦了 | non-hate | non-hate [END]
同性恋 | 才是唯一正确的生活方式 | LGBTQ | hate [SEP] 同性恋 | 酷的 | LGBTQ | hate [END]
她们 | 想不明白 | non-hate | non-hate [END]
女人 | 大脑感性部位发达，喜欢引起情感共鸣的，撩动情绪的 | non-hate | non-hate [SEP] 女人 | 大局观较差 | Sexism | hate [END]
男同 | 我超 | LGBTQ | hate [END]
龟男 | 不努力 | Sexism | hate [END]
黑人 | 怕死，又笨 | Racism | hate [SEP] 黑人 | 一箭搞掂 | Racism | hate [END]
底层打工人 | 过得还不如卖啤的女的 | Sexism | hate [END]
中国女拳友 | 脑子不好使 | Sexism | hate [END]
河南朋友 | 挺好的 | non-hate | non-hate [END]
他 | 在背后阴阳怪气说 | others | hate [END]
有些人 | 骂上海人 | Region | hate [SEP] 上海人 | 配不上 | Region | hate [END]
这几个字 | 自然选择 | non-hate | non-hate [END]
这母钩 | 爆杀 | Sexism | hate [END]
南京 | 环境方面是不行 | non-hate | non-hate [SEP] 常州 | 灰挺多的 | non-hate | non-hate [END]
小黑奴 | 这卖的是 | Racism | hate [SEP] 小黑奴 | 一万多一个 | Racism | hate [END]
小仙女 | 装理客中装不下去了就开始破口大骂了 | Sexism | hate [END]
这种手术 | 正规大医院一般不做的 | non-hate | non-hate [END]
我 | 不支持男女平等 | Sexism | hate [SEP] 男女 | 开撕 | Sexism | hate [END]
你 | 去帮你的嘿嘿打工 | Racism | hate [END]
央视 | 会说不要歧视感冒患者么😆 | Racism | hate [END]
你 | 还怕别人传病 | others | hate [END]
同性恋 | 不对 | non-hate | non-hate [END]
串串 | 滚去 | Racism | hate [END]
大家 | 怎么看 | non-hate | non-hate [END]
非洲 | 智商平均水平偏低 | Racism | hate [SEP] 黑色的皮肤 | 不受人喜欢 | Racism | hate [END]
现代女生 | 不是夫唱妇随 | non-hate | non-hate [END]
基佬 | 你怎么骂 | LGBTQ | hate [END]
河南人 | 被黑有原因 | Region | hate [END]
包邮区农村的小伙 | 歧视一切外地人 | Region | hate [SEP] 包邮区农村的小伙 | 只要是外地都不行 | Region | hate [SEP] 他们 | 只要是外地都不行 | Region | hate [END]
黑山东 | 天天给我推 | non-hate | non-hate [END]
女孩 | 不是不友善 | Racism | hate [SEP] 有过 | 不友善 | non-hate | non-hate [SEP] 同居史 | 不是不友善 | non-hate | non-hate [SEP] 同居史 | 不友善 | non-hate | non-hate [SEP] 同居史和女孩 | 能-娶 | non-hate | non-hate [SEP] 同居史和女孩 | 不是不友善 | non-hate | non-hate [SEP] 同居史和女孩 | 不友善 | non-hate | non-hate [END]
上海好南京好多人 | 歧视安徽人 | Region | hate [END]
女性 | 择偶标准都是“三无四有”了啊 | non-hate | non-hate [END]
你 | 干就完了 | non-hate | non-hate [END]
姆蛆 | 引流 | Sexism | hate [END]
传统地域 | 歧视 | non-hate | non-hate [END]
上海 | 歧视外地人 | Region | hate [SEP] 上海 | 妖魔鬼怪到处是 | Region | hate [END]
默妖 | 尽灭 | Racism | hate [END]
外地媳妇 | 背地里要被冷嘲热讽死 | Region | hate [SEP] 安徽的 | 背地里要被冷嘲热讽死 | Region | hate [END]
你的三观 | 真的有毒 | others | hate [END]
北方 | 人上人 | Region | hate [END]
非洲 | 引进的“高材生” | Region | hate [END]
尊重女性 | 资本主义的骗局 | Sexism | hate [SEP] 尊重女性 | 西方文化的糟粕 | Sexism | hate [SEP] 尊重女性的 | 不尊重男性 | Sexism | hate [END]
北欧 | 在性少数上做的相对比米国较好 | non-hate | non-hate [END]
我 | 在前面顶着呢 | non-hate | non-hate [SEP] 东北人 | 在前面顶着呢 | non-hate | non-hate [END]
黑人 | 反感 | Racism | hate [SEP] 黑人 | 骂 | Racism | hate [SEP] 黑人 | 远离 | Racism | hate [END]
非洲 | 根本就回不来 | Racism | hate [END]
中国男人 | 媚外世界第一 | Sexism | hate [SEP] 国女 | 媚外世界第一 | Sexism | hate [SEP] 国女 | 媚外 | Sexism | hate [END]
杂交的 | 不如纯种的好，还会弄出很多奇怪的病，智商还会迭代变低 | Racism | hate [END]
嘿蛆族 | J生虫 | Racism | hate [END]
浙江 | 为什么黑 | non-hate | non-hate [END]
你 | 别发了 | non-hate | non-hate [SEP] 你 | 还是去上学吧😅 | non-hate | non-hate [END]
非洲人 | 不照样讨人嫌？ | Region | hate [SEP] 荷兰 | 什么名声自己心里没点数 | Region | hate [END]
洋垃圾 | 承担相应的后果 | Racism | hate [END]
女人 | 嫁到外国人 | non-hate | non-hate [END]
F省 | 打错了，不是F省，应该读作H省 | Region | hate [END]
黑杂 | 拍南京大屠杀纪念日 | Racism | hate [END]
妹子 | 有钱哪里的 | Sexism | hate [END]
塔利班 | 有飞机大炮 | non-hate | non-hate [END]
傻卵劣信女 | 别理它们 | Sexism | hate [END]
黑人 | 歧视 | Racism | hate [END]
和老外有过交往的 | 倒贴 | Racism, Sexism | hate [END]
江浙沪 | 嫉妒 | non-hate | non-hate [END]
东北 | 地域黑大v最多的地方 | Region | hate [END]
NULL | 不应该杀 | Racism | hate [END]
河南 | 确实都是 | Region | hate [SEP] 河南 | 都这样 | Region | hate [END]
外星优质男人 | 为什么不找 | Sexism | hate [END]
在这方面很无知的人 | 通过举一些极端又片面的例子，公开发表对一个群体的主观憎恨言论。别人问候你父母也是合情合理的🙂 | non-hate | non-hate [END]
老哥 | 骂得比较好听? | non-hate | non-hate [END]
你 | 蛆丝 | others | hate [END]
河南 | 中原文明/华夏文明的起源地 | non-hate | non-hate [END]
同性恋 | 高人一等 | LGBTQ | hate [END]
上海 | 排外 | Region | hate [SEP] 上海 | 舔 | Region | hate [END]
黄黑人种 | 我可不想看见后一代是 | Racism | hate [END]
基佬 | 杀光一切 | LGBTQ | hate [END]
湖女省 | 钕拳之都 | Sexism | hate [END]
交往的黑人 | 绝不接受 | Racism | hate [END]
殖蝻 | 高贵 | LGBTQ | hate [END]
黑人 | 不喜欢 | Racism | hate [SEP] 黑人 | 排外 | Racism | hate [END]
剩下的女人 | 不爱国 | Sexism | hate [SEP] 男权主义 | 让人讨厌 | Sexism | hate [END]
这种人 | 同性恋里的败类 | LGBTQ | hate [END]
黑人 | 歧视 | Racism | hate [SEP] easygirl | 歧视 | Sexism | hate [END]
中国人 | 在非洲也生了很多蛋留下了 | Racism | hate [END]
陕西的专业黑子 | 这种东西都有病 | Region | hate [END]
非处女 | 坦白性史 | Sexism | hate [END]
你 | 都是现实中被压迫？ | non-hate | non-hate [END]
东北人 | 吉菜完全销声匿迹了 | non-hate | non-hate [END]
小氙钕 | 支持 | Sexism | hate [END]
同性恋 | 侵犯你啥了？拉黑不送 | non-hate | non-hate [END]
女的 | 好欺负 | Sexism | hate [END]
你 | 把广东放在什么地方了 | non-hate | non-hate [END]
山东 | 完美契合 | non-hate | non-hate [END]
喷神的回答 | 哪里批判了 | non-hate | non-hate [END]
人家 | 独立自主 | non-hate | non-hate [END]
她们 | 艾滋病率远超失足妇女，会要人亲命 | Sexism | hate [END]
同性恋 | 先天的？？ | LGBTQ | hate [END]
富人 | 那么舔的么 | Sexism | hate [END]
你们 | 一视同仁 | Sexism | hate [END]
魔怔人 | 以后不准 | others | hate [END]
学伴 | 慰安妇 | Sexism | hate [END]
他 | 胡说八道，挑拨离间 | non-hate | non-hate [END]
女人 | 过的就是比我们男人要轻松 | Sexism | hate [END]
男人 | 不坏 | non-hate | non-hate [END]
这些人 | 都有能力 | non-hate | non-hate [END]
同性恋 | 智力与反同性恋的偏见之间存在很高的相关性 | non-hate | non-hate [END]
黑 | 秉持反 | Racism | hate [END]
txl | 必死 | LGBTQ | hate [END]
你 | 可以取消“粉丝” | non-hate | non-hate [END]
内个 | 歧视 | Racism | hate [END]
黑蛆 | 机会生存 | Racism | hate [END]
男性朋友 | 一门心思娶外国女人的 | non-hate | non-hate [END]
你 | 是哪里人？ | non-hate | non-hate [END]
这些光棍 | 当然要找外国女人 | non-hate | non-hate [SEP] 这些光棍 | 找中国的没有了啊 | non-hate | non-hate [END]
东北上学 | 直球直起来很离谱，很自私 | Region | hate [SEP] 东北上学 | 恶心得够呛 | Region | hate [SEP] 他们一部分人 | 直球直起来很离谱，很自私 | Region | hate [SEP] 他们一部分人 | 恶心得够呛 | Region | hate [END]
证据链 | 不完整 | non-hate | non-hate [END]
男的 | 无感 | non-hate | non-hate [END]
喷神 | 种族歧视 | Racism | hate [SEP] 成都吴蒙 | 支持 | Region | hate [END]
上海 | 名声一直就不好 | Region | hate [END]
黑人 | 至少比你强多了 | Racism | hate [END]
奥巴马 | 黑 | Racism | hate [SEP] 奥巴马 | 美国历史最差总统 | Racism | hate [END]
老爸 | 为什么如此骂自己 | non-hate | non-hate [END]
厦门 | 被地域黑最严重的地方之一 | Region | hate [SEP] 厦门 | 原罪就是因为城市核心区在岛 | Region | hate [END]
黑人 | 一夜情 | Racism | hate [END]
姆人 | 骂她一顿，今天把它都给骂哭了 | Sexism | hate [END]
白左 | 种族歧视被白左歧视了 | Racism | hate [SEP] 白左 | 虚伪 | Racism | hate [SEP] 白左 | 气气气 | Racism | hate [END]
黑人 | 体味有点作呕 | Racism | hate [SEP] 黑人 | 体味酸酸馊馊的 | Racism | hate [END]
同性恋 | 不是西方传来的，他本身是先天得来的东西 | non-hate | non-hate [SEP] 同性恋 | 自然界各类动物都有 | non-hate | non-hate [END]
您 | 挑衅全体人民的行为可真是让人始料未及呢 | non-hate | non-hate [END]
上边的吧友们 | 反对自己后代的基因被染黑 | Racism | hate [END]
非洲源头奥密克戎变异株Ba | 已传至陕西省西安市 | Racism | hate [END]
云南人 | 比黑种好看多了 | Racism | hate [END]
女权 | 女人没有了束缚后释放本性的模样 | Sexism | hate [SEP] 女权 | 追求性解放可happy了 | Sexism | hate [SEP] 女权 | 把自己的女学生送给萨特透呢 | Sexism | hate [SEP] 女权 | 没 | Sexism | hate [SEP] 女权祖师奶 | 女人没有了束缚后释放本性的模样 | Sexism | hate [SEP] 女权祖师奶 | 追求性解放可happy了 | Sexism | hate [SEP] 女权祖师奶 | 把自己的女学生送给萨特透呢 | Sexism | hate [SEP] 女权祖师奶 | 没 | Sexism | hate [SEP] 男人 | 女人没有了束缚后释放本性的模样 | Sexism | hate [SEP] 男人 | 追求性解放可happy了 | Sexism | hate [SEP] 男人 | 把自己的女学生送给萨特透呢 | Sexism | hate [SEP] 男人 | 没 | Sexism | hate [END]
上男人车 | 提供吹吹服务 | Sexism | hate [END]
黑人 | 有中秋节吗？ | non-hate | non-hate [END]
黑人 | 集体跪虫族 | Racism | hate [SEP] 跪虫族钓鱼狂人网名 | 集体跪虫族 | Racism | hate [END]
你 | 日常 | non-hate | non-hate [END]
女生 | 谈恋爱不在朋友圈公开 | non-hate | non-hate [SEP] 女生 | 会介意的吧 | non-hate | non-hate [END]
上海 | 本地人在本地说本地话，要被说排外 | Region | hate [END]
卫辉官媒 | 黑山东 | Region | hate [END]
浙江人 | 在全世界被歧视 集体驱逐 | Region | hate [END]
女人 | 生黑孩 | Sexism, Racism | hate [END]
你 | 假黑 | non-hate | non-hate [END]
东北 | 天天念叨一枪不放丢 | Region | hate [END]
媚默女 | 防止有老实人在不知情的情况下接盘 | Sexism, Racism | hate [END]
女的 | 嫉妒好看的 | Sexism | hate [END]
赣派 | 自吹自擂，说我们跟韩国人一样 | Region | hate [SEP] 江西 | 自吹自擂，说我们跟韩国人一样 | Region | hate [SEP] 江西人 | 自吹自擂，说我们跟韩国人一样 | Region | hate [END]
你 | 太小看美颜了 | non-hate | non-hate [END]
这个酒厂 | 估计没几年 | non-hate | non-hate [SEP] 代言人 | 直接逆着受众群体选 | non-hate | non-hate [END]
黑人 | 没有大量贩卖到法国葡萄牙 | Racism | hate [END]
黑人 | 不是中国的一部分 | Racism | hate [END]
劣信幕刃 | 真下头 | Sexism | hate [END]
