兄弟 | 还不认亲 | Racism | hate [END]
小仙女 | 中国男人 | Sexism | hate [SEP] 小仙女 | 中国男人应该灭绝！ | Sexism | hate [END]
抖音 | 抖音 | Sexism | hate [SEP] 抖音 | 默默的重灾区 | Sexism | hate [END]
小鲜肉 | 反感 | LGBTQ | hate [SEP] 小鲜肉 | 反 | LGBTQ | hate [SEP] 小鲜肉 | 很腐败 | LGBTQ | hate [SEP] 小鲜肉 | 女 | LGBTQ | hate [SEP] 小鲜肉 | 缺少阳刚之气 | LGBTQ | hate [SEP] 小鲜肉 | 厌恶反感 | LGBTQ | hate [SEP] 同性恋 | 反感 | LGBTQ | hate [SEP] 同性恋 | 反 | LGBTQ | hate [SEP] 同性恋 | 很腐败 | LGBTQ | hate [SEP] 同性恋 | 女 | LGBTQ | hate [SEP] 同性恋 | 缺少阳刚之气 | LGBTQ | hate [SEP] 同性恋 | 厌恶反感 | LGBTQ | hate [END]
洛阳口音和商丘口音 | 你能分清嘛 | non-hate | non-hate [SEP] 信阳口音 | 你能分清嘛 | non-hate | non-hate [END]
吧里的年轻人们 | 考虑进中小企业的电子厂 | non-hate | non-hate [END]
智商有点正常的同性恋 | 不正常 | non-hate | non-hate [SEP] 智商低的 | 不正常 | non-hate | non-hate [SEP] 同性恋 | 不正常 | non-hate | non-hate [END]
你这种把身边当世界的人 | 没什么好说的 | non-hate | non-hate [END]
非洲 | 天龙人可不这么认为 | Racism | hate [END]
推 | 去推特看看就知道了，♠️ | non-hate | non-hate [END]
这种人 | 如何评价 | non-hate | non-hate [END]
你 | 白叠 | Racism | hate [END]
男的 | 天天颜文字啊 | Sexism | hate [END]
基佬的 | 正常人也不会要 | LGBTQ | hate [SEP] 基佬的 | 只属于 | LGBTQ | hate [SEP] 艾 | 正常人也不会要 | LGBTQ | hate [SEP] 艾 | 只属于 | LGBTQ | hate [SEP] 基佬 | 正常人也不会要 | LGBTQ | hate [SEP] 基佬 | 只属于 | LGBTQ | hate [END]
国女 | 容貌 | Sexism | hate [SEP] 国女 | 秒杀95%以上 | Sexism | hate [END]
倒贴找黑老丑的 | 隔应 | Racism | hate [END]
女性 | 生孩子真的很痛 | non-hate | non-hate [END]
两个女生 | 一个是白人一个是黄种人 | Racism | hate [END]
反同群 | 真的是狗啊 | LGBTQ | hate [END]
好家伙 | 反串黑 | Racism | hate [END]
逻辑高手 | 随便打俩字就是悖论 | non-hate | non-hate [END]
女的 | 那没事了 | non-hate | non-hate [END]
你 | 去放生吧 | non-hate | non-hate [END]
上海人 | 上海人已经躺平了，你们说的都对对对对对 | Region | hate [END]
东北 | 长江以北 | non-hate | non-hate [SEP] 东北 | 也可能属于 | non-hate | non-hate [SEP] 唐山 | 长江以北 | non-hate | non-hate [SEP] 唐山 | 也可能属于 | non-hate | non-hate [SEP] 山东 | 长江以北 | non-hate | non-hate [SEP] 山东 | 也可能属于 | non-hate | non-hate [END]
这个女的 | 被骗个精光 | Sexism | hate [SEP] 这个女的 | 惹得一身骚 | Sexism | hate [END]
那个男的 | 说话语气巨差无比 | non-hate | non-hate [END]
分享这玩意的 | 不是纯初生 | Sexism | hate [END]
我 | 我要当吧主 | non-hate | non-hate [END]
北方 | 不能上桌吃饭 | Sexism | hate [SEP] 北方 | 不能上龙舟 | Sexism | hate [SEP] 女人 | 不能上桌吃饭 | Sexism | hate [SEP] 女人 | 不能上龙舟 | Sexism | hate [SEP] 南方 | 不能上桌吃饭 | Sexism | hate [SEP] 南方 | 不能上龙舟 | Sexism | hate [END]
这两地方 | 有优越感 | non-hate | non-hate [END]
女权 | 我成替身了？ | Sexism | hate [END]
白男娶黄女 | 七层是炼铜 | Sexism, LGBTQ, Racism | hate [END]
女人 | 越老越贬值 | Sexism | hate [SEP] 女权 | 越老越贬值 | Sexism | hate [END]
腐女 | 反感 | Sexism, LGBTQ | hate [END]
他 | 网上说 | non-hate | non-hate [END]
女方 | 婚前支付五年个人收入做 | non-hate | non-hate [SEP] 女方 | 不懂珍惜婚姻 | non-hate | non-hate [SEP] 女性 | 婚前支付五年个人收入做 | non-hate | non-hate [END]
异性恋 | 什么时候 | non-hate | non-hate [END]
努力大姐 | 还没死啊 | Sexism | hate [END]
同性恋 | 有什么资格给儿童定义？ | LGBTQ | hate [END]
这昵称 | 有点东西 | non-hate | non-hate [END]
你 | 去辱骂和攻击他人就是没素质 | non-hate | non-hate [END]
上海(包括苏南浙北吴语区) | 喜欢排斥江淮地区，苏北和安徽中北部 | Region | hate [END]
所有的女人 | 生孩子多么多么痛、多么多么难，多么多么危险 | Sexism | hate [END]
黑人 | 不原意娶个交往过黑人的女孩 | Racism | hate [END]
老子 | 种族主义者 | Racism | hate [END]
国女 | 急死的 | Sexism | hate [END]
你 | 好big胆！叫《女王》《小仙女》《新时代独立女性》！ | Sexism | hate [END]
中国eg | 中国eg这么多🥺🥺还不允许中国男生分头突围了🤭🤭 | Region | hate [SEP] 中国男 | 中国eg这么多🥺🥺还不允许中国男生分头突围了🤭🤭 | Region | hate [END]
大国气度 | 接盘 | non-hate | non-hate [END]
女人 | 一个懦弱又自我感动的大** | Sexism | hate [END]
她们 | 等到中国遍地 | Racism | hate [SEP] 她们 | 看着就恶心，😅 | Racism | hate [SEP] 黑娃娃 | 等到中国遍地 | Racism | hate [SEP] 黑娃娃 | 看着就恶心，😅 | Racism | hate [END]
你 | 你能在化粪池里面找一条干净的蛆？ | Racism | hate [END]
广东老太太 | 嗓门大 | Sexism | hate [SEP] 广东老太太 | 谁都不虚 | Sexism | hate [END]
女性 | 很难有归属感 | non-hate | non-hate [SEP] 女性 | 没归 | non-hate | non-hate [SEP] 女性 | 没有领 | non-hate | non-hate [SEP] 我 | 很难有归属感 | non-hate | non-hate [SEP] 我 | 没归 | non-hate | non-hate [SEP] 我 | 没有领 | non-hate | non-hate [END]
安徽人 | 身上有气节! | non-hate | non-hate [END]
这 | 恋童癖 | non-hate | non-hate [END]
辽足辽篮球迷 | 这 | Region | hate [SEP] 辽足辽篮球迷 | 干的没素质事好像更多 | Region | hate [END]
人造子宫 | 贬低女性 | Sexism | hate [SEP] 人造子宫 | 为了女性不受十月怀胎，骨肉分离之苦 | Sexism | hate [END]
男生 | 千万不能喝 | Sexism | hate [SEP] 男生 | 脑子里都是那点破事儿的” | Sexism | hate [SEP] 女生 | 千万不能喝 | Sexism | hate [SEP] 女生 | 脑子里都是那点破事儿的” | Sexism | hate [END]
二次元和微博 | 沙軟 | non-hate | non-hate [END]
潮汕火锅 | 什么味道啊 | non-hate | non-hate [END]
骗婚的 | 人品有问题 | non-hate | non-hate [END]
广西 | 被黑得很惨 | Region | hate [END]
跪虫族 | 在面对人类精英足球队根本就没有赢可能性 | Racism | hate [SEP] 虫爹 | 在面对人类精英足球队根本就没有赢可能性 | Racism | hate [END]
你们 | 以为 | non-hate | non-hate [SEP] 猴子 | 以为 | non-hate | non-hate [END]
人家 | 说的是生理上而不是理性 | non-hate | non-hate [END]
东北 | 太可笑了 | non-hate | non-hate [END]
畒勾 | 叫的好听 | Sexism | hate [END]
长三角 | 现在安徽口碑比以前好多了 | non-hate | non-hate [END]
胡乱打拳的大家 | 恶人 | non-hate | non-hate [SEP] 恶人 | 恶人 | non-hate | non-hate [END]
他们是被国女逼的。 | 被国女逼的 | Sexism | hate [END]
基佬 | 同类相食的怪物 | LGBTQ | hate [END]
混血儿 | 丑八怪 | Racism | hate [END]
你们上海人 | 黑白完人 | Region | hate [SEP] 你们上海人 | 小白兔 | Region | hate [SEP] 你 | 黑白完人 | Region | hate [SEP] 你 | 小白兔 | Region | hate [END]
上海 | 排外歧视很严重 | Region | hate [END]
这相机 | 不错 | non-hate | non-hate [SEP] 这相机 | 对焦准，宽容度高 | non-hate | non-hate [END]
直男 | 不够敏感的男性 | Sexism | hate [SEP] 直男 | 敏感、多疑、热衷于勾心斗角 | Sexism | hate [SEP] 很多女的 | 不够敏感的男性 | Sexism | hate [SEP] 很多女的 | 敏感、多疑、热衷于勾心斗角 | Sexism | hate [SEP] 女的 | 不够敏感的男性 | Sexism | hate [SEP] 女的 | 敏感、多疑、热衷于勾心斗角 | Sexism | hate [END]
贴吧 | 不能容许过多严重触犯 | non-hate | non-hate [END]
答主 | 日裔遗孤 | Region | hate [END]
那女的 | 作态还非常低贱 | Sexism | hate [END]
她们 | 不反对 | Racism | hate [END]
毛子 | 绝对打它 | Racism | hate [END]
河南人 | 河南人口众多，中国的每个省份都有河南人，遇到河南人的可能性非常大，难免会遇到什么事情，但是每个地方都会有黑暗的，只是可能你大概率遇到了河南人 | non-hate | non-hate [END]
我 | 哎呀，该不会是我的拳打到你了吧？给你揉揉 | non-hate | non-hate [SEP] 你 | 哎呀，该不会是我的拳打到你了吧？给你揉揉 | non-hate | non-hate [END]
黑人 | 我 | Racism | hate [SEP] 黑人 | 会抱狗 但是不会抱 | Racism | hate [END]
它们 | 让 | non-hate | non-hate [SEP] 它们 | 多多发电 | non-hate | non-hate [END]
歪过男性 | 都 | Sexism | hate [SEP] 歪过男性 | 下头男 | Sexism | hate [SEP] 过男 | 都 | Sexism | hate [SEP] 过男 | 下头男 | Sexism | hate [END]
图 | 为什么图里的有智慧的人全是男性？ | non-hate | non-hate [SEP] 男性 | 为什么图里的有智慧的人全是男性？ | non-hate | non-hate [END]
商丘，驻马店，周口，豫南三市 | 被黑的最多 | Region | hate [END]
杨笠 | 她 | non-hate | non-hate [SEP] 杨笠 | 把大部分小仙女心声说了出来 | non-hate | non-hate [END]
人形畜狌 | 除了寄声就是寝犯 | Racism | hate [END]
我 | 河南的 | non-hate | non-hate [END]
奸**人 | 使用 | Racism | hate [SEP] 奸**人 | 奸淫中国女人 | Racism | hate [SEP] 奸**人 | 迷香 | Racism | hate [SEP] 非洲黑人或者美洲黑人 | 使用 | Racism | hate [SEP] 非洲黑人或者美洲黑人 | 奸淫中国女人 | Racism | hate [SEP] 非洲黑人或者美洲黑人 | 迷香 | Racism | hate [END]
黑人 | 五千年祖先都是灵长类动物 | non-hate | non-hate [END]
人家 | 自己说话 | non-hate | non-hate [SEP] 人家 | 与 | non-hate | non-hate [SEP] 你 | 自己说话 | non-hate | non-hate [SEP] 你 | 与 | non-hate | non-hate [END]
黑龙江 | 怎么又是 | non-hate | non-hate [END]
黑人 | 擅长音乐 | Racism | hate [END]
你 | 捏吗，软弱？一动手你们女拳就出来反抗，🤣女性动手一群女拳叫好女性出轨有尼玛女拳罩着，男人可真惹不起 | Sexism | hate [SEP] 女拳 | 捏吗，软弱？一动手你们女拳就出来反抗，🤣女性动手一群女拳叫好女性出轨有尼玛女拳罩着，男人可真惹不起 | Sexism | hate [SEP] 女 | 捏吗，软弱？一动手你们女拳就出来反抗，🤣女性动手一群女拳叫好女性出轨有尼玛女拳罩着，男人可真惹不起 | Sexism | hate [SEP] 女性 | 捏吗，软弱？一动手你们女拳就出来反抗，🤣女性动手一群女拳叫好女性出轨有尼玛女拳罩着，男人可真惹不起 | Sexism | hate [SEP] 男 | 捏吗，软弱？一动手你们女拳就出来反抗，🤣女性动手一群女拳叫好女性出轨有尼玛女拳罩着，男人可真惹不起 | Sexism | hate [END]
异性恋 | 那我说异性恋不好，被骂，是不是别人太偏激了？ | LGBTQ | hate [END]
你 | 不 | non-hate | non-hate [END]
你 | 蒻痣 | non-hate | non-hate [END]
这种女人 | 你们公司 | Sexism | hate [END]
评论 | 最公开公正 | non-hate | non-hate [END]
小丑 | 小丑能出来说一说你的成分吗 | Racism | hate [END]
黑人 | 物种歧视 | Racism | hate [END]
臭亩钩 | 聚一起能凑出个完整的月莫吗？ | Sexism | hate [END]
我 | 白人 | Racism | hate [SEP] 我 | 都不待见 | Racism | hate [SEP] 黑人 | 白人 | Racism | hate [SEP] 黑人 | 都不待见 | Racism | hate [END]
河南的回族 | 我是河南的回族，简直互联网最底层🤣 | Region | hate [END]
女的 | 基本上没国家概念 | Sexism | hate [END]
北京人 | 对上海人很复杂的情绪 | Region | hate [END]
这位警官 | 尽职尽责的人 | non-hate | non-hate [END]
这 | 不要拿 | Sexism | hate [SEP] 凤毛麟角的人物 | 不要拿 | Sexism | hate [END]
有 | 玩个游戏都要捏个光头黑人 | Racism | hate [END]
她 | 那她得不介绍她的社会关系。 | non-hate | non-hate [END]
你 | 一个多月了有人理 | non-hate | non-hate [END]
慕尼黑 | 看来人类历史的先祖们早就有预料今日这些人类的叛徒所以才有了慕尼黑这个地名对人类们随时警醒 | Racism | hate [END]
她 | 一邊罵街一邊yy | Sexism | hate [END]
男人 | 不婚 | non-hate | non-hate [END]
这狗 | 知道那些小狗是它的孩子吗？ | non-hate | non-hate [END]
山东人陕西人 | 不爱出门打工 | Region | hate [END]
亲子鉴定 | 以后亲子鉴定希望跟验孕棒一样普及 | non-hate | non-hate [END]
台湾 | 简直是该打 | Region | hate [END]
黑人 | 是不是灵长类 | Racism | hate [END]
龟男 | 武侠火那时候全是龟男道德观，自然衍生出这种作品 | Sexism | hate [END]
湖南 | 由于答主口音有问题逃过一劫 | non-hate | non-hate [END]
ZF | 国内 | non-hate | non-hate [SEP] ZF | 艾滋病感染率大幅度增加 | non-hate | non-hate [END]
你 | 野die们 | Racism | hate [SEP] 你 | 在呼唤你 | Racism | hate [END]
科学家 | 相信 | non-hate | non-hate [END]
女⭕️师 | 也不少 | Sexism | hate [END]
有一部分南方人 | 分不清北方口音 | non-hate | non-hate [END]
我方 | 保护 | non-hate | non-hate [END]
我 | 每天都在关注都看的！ | non-hate | non-hate [END]
兄弟 | 辛苦了 | non-hate | non-hate [END]
同性恋 | 才是唯一正确的生活方式 | LGBTQ | hate [SEP] 同性恋 | 酷的 | LGBTQ | hate [END]
她们 | 想不明白 | non-hate | non-hate [END]
女人 | 大脑感性部位发达，喜欢引起情感共鸣的，撩动情绪的 | non-hate | non-hate [SEP] 女人 | 大局观较差 | Sexism | hate [END]
男同 | 我超 | LGBTQ | hate [END]
龟男 | 不努力 | Sexism | hate [END]
黑人 | 怕死，又笨 | Racism | hate [SEP] 黑人 | 一箭搞掂 | Racism | hate [END]
底层打工人 | 过得还不如卖啤的女的 | Sexism | hate [END]
中国女拳友 | 脑子不好使 | Sexism | hate [END]
河南朋友 | 挺好的 | non-hate | non-hate [END]
他 | 在背后阴阳怪气说 | others | hate [END]
有些人 | 骂上海人 | Region | hate [SEP] 上海人 | 配不上 | Region | hate [END]
这几个字 | 自然选择 | non-hate | non-hate [END]
这母钩 | 爆杀 | Sexism | hate [END]
南京 | 环境方面是不行 | non-hate | non-hate [SEP] 常州 | 灰挺多的 | non-hate | non-hate [END]
小黑奴 | 这卖的是 | Racism | hate [SEP] 小黑奴 | 一万多一个 | Racism | hate [END]
小仙女 | 装理客中装不下去了就开始破口大骂了 | Sexism | hate [END]
这种手术 | 正规大医院一般不做的 | non-hate | non-hate [END]
我 | 不支持男女平等 | Sexism | hate [SEP] 男女 | 开撕 | Sexism | hate [END]
你 | 去帮你的嘿嘿打工 | Racism | hate [END]
央视 | 会说不要歧视感冒患者么😆 | Racism | hate [END]
你 | 还怕别人传病 | others | hate [END]
同性恋 | 不对 | non-hate | non-hate [END]
串串 | 滚去 | Racism | hate [END]
大家 | 怎么看 | non-hate | non-hate [END]
非洲 | 智商平均水平偏低 | Racism | hate [SEP] 黑色的皮肤 | 不受人喜欢 | Racism | hate [END]
现代女生 | 不是夫唱妇随 | non-hate | non-hate [END]
基佬 | 你怎么骂 | LGBTQ | hate [END]
河南人 | 被黑有原因 | Region | hate [END]
包邮区农村的小伙 | 歧视一切外地人 | Region | hate [SEP] 包邮区农村的小伙 | 只要是外地都不行 | Region | hate [SEP] 他们 | 只要是外地都不行 | Region | hate [END]
黑山东 | 天天给我推 | non-hate | non-hate [END]
女孩 | 不是不友善 | Racism | hate [SEP] 有过 | 不友善 | non-hate | non-hate [SEP] 同居史 | 不是不友善 | non-hate | non-hate [SEP] 同居史 | 不友善 | non-hate | non-hate [SEP] 同居史和女孩 | 能-娶 | non-hate | non-hate [SEP] 同居史和女孩 | 不是不友善 | non-hate | non-hate [SEP] 同居史和女孩 | 不友善 | non-hate | non-hate [END]
上海好南京好多人 | 歧视安徽人 | Region | hate [END]
女性 | 择偶标准都是“三无四有”了啊 | non-hate | non-hate [END]
你 | 干就完了 | non-hate | non-hate [END]
姆蛆 | 引流 | Sexism | hate [END]
传统地域 | 歧视 | non-hate | non-hate [END]
上海 | 歧视外地人 | Region | hate [SEP] 上海 | 妖魔鬼怪到处是 | Region | hate [END]
默妖 | 尽灭 | Racism | hate [END]
外地媳妇 | 背地里要被冷嘲热讽死 | Region | hate [SEP] 安徽的 | 背地里要被冷嘲热讽死 | Region | hate [END]
你的三观 | 真的有毒 | others | hate [END]
北方 | 人上人 | Region | hate [END]
非洲 | 引进的“高材生” | Region | hate [END]
尊重女性 | 资本主义的骗局 | Sexism | hate [SEP] 尊重女性 | 西方文化的糟粕 | Sexism | hate [SEP] 尊重女性的 | 不尊重男性 | Sexism | hate [END]
北欧 | 在性少数上做的相对比米国较好 | non-hate | non-hate [END]
我 | 在前面顶着呢 | non-hate | non-hate [SEP] 东北人 | 在前面顶着呢 | non-hate | non-hate [END]
黑人 | 反感 | Racism | hate [SEP] 黑人 | 骂 | Racism | hate [SEP] 黑人 | 远离 | Racism | hate [END]
非洲 | 根本就回不来 | Racism | hate [END]
中国男人 | 媚外世界第一 | Sexism | hate [SEP] 国女 | 媚外世界第一 | Sexism | hate [SEP] 国女 | 媚外 | Sexism | hate [END]
杂交的 | 不如纯种的好，还会弄出很多奇怪的病，智商还会迭代变低 | Racism | hate [END]
嘿蛆族 | J生虫 | Racism | hate [END]
浙江 | 为什么黑 | non-hate | non-hate [END]
你 | 别发了 | non-hate | non-hate [SEP] 你 | 还是去上学吧😅 | non-hate | non-hate [END]
非洲人 | 不照样讨人嫌？ | Region | hate [SEP] 荷兰 | 什么名声自己心里没点数 | Region | hate [END]
洋垃圾 | 承担相应的后果 | Racism | hate [END]
女人 | 嫁到外国人 | non-hate | non-hate [END]
F省 | 打错了，不是F省，应该读作H省 | Region | hate [END]
黑杂 | 拍南京大屠杀纪念日 | Racism | hate [END]
妹子 | 有钱哪里的 | Sexism | hate [END]
塔利班 | 有飞机大炮 | non-hate | non-hate [END]
傻卵劣信女 | 别理它们 | Sexism | hate [END]
黑人 | 歧视 | Racism | hate [END]
和老外有过交往的 | 倒贴 | Racism, Sexism | hate [END]
江浙沪 | 嫉妒 | non-hate | non-hate [END]
东北 | 地域黑大v最多的地方 | Region | hate [END]
NULL | 不应该杀 | Racism | hate [END]
河南 | 确实都是 | Region | hate [SEP] 河南 | 都这样 | Region | hate [END]
外星优质男人 | 为什么不找 | Sexism | hate [END]
在这方面很无知的人 | 通过举一些极端又片面的例子，公开发表对一个群体的主观憎恨言论。别人问候你父母也是合情合理的🙂 | non-hate | non-hate [END]
老哥 | 骂得比较好听? | non-hate | non-hate [END]
你 | 蛆丝 | others | hate [END]
河南 | 中原文明/华夏文明的起源地 | non-hate | non-hate [END]
同性恋 | 高人一等 | LGBTQ | hate [END]
上海 | 排外 | Region | hate [SEP] 上海 | 舔 | Region | hate [END]
黄黑人种 | 我可不想看见后一代是 | Racism | hate [END]
基佬 | 杀光一切 | LGBTQ | hate [END]
湖女省 | 钕拳之都 | Sexism | hate [END]
交往的黑人 | 绝不接受 | Racism | hate [END]
殖蝻 | 高贵 | LGBTQ | hate [END]
黑人 | 不喜欢 | Racism | hate [SEP] 黑人 | 排外 | Racism | hate [END]
剩下的女人 | 不爱国 | Sexism | hate [SEP] 男权主义 | 让人讨厌 | Sexism | hate [END]
这种人 | 同性恋里的败类 | LGBTQ | hate [END]
黑人 | 歧视 | Racism | hate [SEP] easygirl | 歧视 | Sexism | hate [END]
中国人 | 在非洲也生了很多蛋留下了 | Racism | hate [END]
陕西的专业黑子 | 这种东西都有病 | Region | hate [END]
非处女 | 坦白性史 | Sexism | hate [END]
你 | 都是现实中被压迫？ | non-hate | non-hate [END]
东北人 | 吉菜完全销声匿迹了 | non-hate | non-hate [END]
小氙钕 | 支持 | Sexism | hate [END]
同性恋 | 侵犯你啥了？拉黑不送 | non-hate | non-hate [END]
女的 | 好欺负 | Sexism | hate [END]
你 | 把广东放在什么地方了 | non-hate | non-hate [END]
山东 | 完美契合 | non-hate | non-hate [END]
喷神的回答 | 哪里批判了 | non-hate | non-hate [END]
人家 | 独立自主 | non-hate | non-hate [END]
她们 | 艾滋病率远超失足妇女，会要人亲命 | Sexism | hate [END]
同性恋 | 先天的？？ | LGBTQ | hate [END]
富人 | 那么舔的么 | Sexism | hate [END]
你们 | 一视同仁 | Sexism | hate [END]
魔怔人 | 以后不准 | others | hate [END]
学伴 | 慰安妇 | Sexism | hate [END]
他 | 胡说八道，挑拨离间 | non-hate | non-hate [END]
女人 | 过的就是比我们男人要轻松 | Sexism | hate [END]
男人 | 不坏 | non-hate | non-hate [END]
这些人 | 都有能力 | non-hate | non-hate [END]
同性恋 | 智力与反同性恋的偏见之间存在很高的相关性 | non-hate | non-hate [END]
黑 | 秉持反 | Racism | hate [END]
txl | 必死 | LGBTQ | hate [END]
你 | 可以取消“粉丝” | non-hate | non-hate [END]
内个 | 歧视 | Racism | hate [END]
黑蛆 | 机会生存 | Racism | hate [END]
男性朋友 | 一门心思娶外国女人的 | non-hate | non-hate [END]
你 | 是哪里人？ | non-hate | non-hate [END]
这些光棍 | 当然要找外国女人 | non-hate | non-hate [SEP] 这些光棍 | 找中国的没有了啊 | non-hate | non-hate [END]
东北上学 | 直球直起来很离谱，很自私 | Region | hate [SEP] 东北上学 | 恶心得够呛 | Region | hate [SEP] 他们一部分人 | 直球直起来很离谱，很自私 | Region | hate [SEP] 他们一部分人 | 恶心得够呛 | Region | hate [END]
证据链 | 不完整 | non-hate | non-hate [END]
男的 | 无感 | non-hate | non-hate [END]
喷神 | 种族歧视 | Racism | hate [SEP] 成都吴蒙 | 支持 | Region | hate [END]
上海 | 名声一直就不好 | Region | hate [END]
黑人 | 至少比你强多了 | Racism | hate [END]
奥巴马 | 黑 | Racism | hate [SEP] 奥巴马 | 美国历史最差总统 | Racism | hate [END]
老爸 | 为什么如此骂自己 | non-hate | non-hate [END]
厦门 | 被地域黑最严重的地方之一 | Region | hate [SEP] 厦门 | 原罪就是因为城市核心区在岛 | Region | hate [END]
黑人 | 一夜情 | Racism | hate [END]
姆人 | 骂她一顿，今天把它都给骂哭了 | Sexism | hate [END]
白左 | 种族歧视被白左歧视了 | Racism | hate [SEP] 白左 | 虚伪 | Racism | hate [SEP] 白左 | 气气气 | Racism | hate [END]
黑人 | 体味有点作呕 | Racism | hate [SEP] 黑人 | 体味酸酸馊馊的 | Racism | hate [END]
同性恋 | 不是西方传来的，他本身是先天得来的东西 | non-hate | non-hate [SEP] 同性恋 | 自然界各类动物都有 | non-hate | non-hate [END]
您 | 挑衅全体人民的行为可真是让人始料未及呢 | non-hate | non-hate [END]
上边的吧友们 | 反对自己后代的基因被染黑 | Racism | hate [END]
非洲源头奥密克戎变异株Ba | 已传至陕西省西安市 | Racism | hate [END]
云南人 | 比黑种好看多了 | Racism | hate [END]
女权 | 女人没有了束缚后释放本性的模样 | Sexism | hate [SEP] 女权 | 追求性解放可happy了 | Sexism | hate [SEP] 女权 | 把自己的女学生送给萨特透呢 | Sexism | hate [SEP] 女权 | 没 | Sexism | hate [SEP] 女权祖师奶 | 女人没有了束缚后释放本性的模样 | Sexism | hate [SEP] 女权祖师奶 | 追求性解放可happy了 | Sexism | hate [SEP] 女权祖师奶 | 把自己的女学生送给萨特透呢 | Sexism | hate [SEP] 女权祖师奶 | 没 | Sexism | hate [SEP] 男人 | 女人没有了束缚后释放本性的模样 | Sexism | hate [SEP] 男人 | 追求性解放可happy了 | Sexism | hate [SEP] 男人 | 把自己的女学生送给萨特透呢 | Sexism | hate [SEP] 男人 | 没 | Sexism | hate [END]
上男人车 | 提供吹吹服务 | Sexism | hate [END]
黑人 | 有中秋节吗？ | non-hate | non-hate [END]
黑人 | 集体跪虫族 | Racism | hate [SEP] 跪虫族钓鱼狂人网名 | 集体跪虫族 | Racism | hate [END]
你 | 日常 | non-hate | non-hate [END]
女生 | 谈恋爱不在朋友圈公开 | non-hate | non-hate [SEP] 女生 | 会介意的吧 | non-hate | non-hate [END]
上海 | 本地人在本地说本地话，要被说排外 | Region | hate [END]
卫辉官媒 | 黑山东 | Region | hate [END]
浙江人 | 在全世界被歧视 集体驱逐 | Region | hate [END]
女人 | 生黑孩 | Sexism, Racism | hate [END]
你 | 假黑 | non-hate | non-hate [END]
东北 | 天天念叨一枪不放丢 | Region | hate [END]
媚默女 | 防止有老实人在不知情的情况下接盘 | Sexism, Racism | hate [END]
女的 | 嫉妒好看的 | Sexism | hate [END]
赣派 | 自吹自擂，说我们跟韩国人一样 | Region | hate [SEP] 江西 | 自吹自擂，说我们跟韩国人一样 | Region | hate [SEP] 江西人 | 自吹自擂，说我们跟韩国人一样 | Region | hate [END]
你 | 太小看美颜了 | non-hate | non-hate [END]
这个酒厂 | 估计没几年 | non-hate | non-hate [SEP] 代言人 | 直接逆着受众群体选 | non-hate | non-hate [END]
黑人 | 没有大量贩卖到法国葡萄牙 | Racism | hate [END]
黑人 | 不是中国的一部分 | Racism | hate [END]
劣信幕刃 | 真下头 | Sexism | hate [END]
亚裔 | 不会反抗，也不团结 | non-hate | non-hate [END]
上海 | 反对歧视外地人 | non-hate | non-hate [END]
河南 | 有人黑我们 | non-hate | non-hate [END]
东北人 | 喜欢黑 | non-hate | non-hate [SEP] 东北人 | 口音太明显了 | non-hate | non-hate [END]
外国人 | 通 | Racism | hate [SEP] 外国人 | 通过和中国女的结婚繁殖混血黑二代殖民中国 | Racism | hate [SEP] 外国黑人 | 通 | Racism | hate [SEP] 外国黑人 | 通过和中国女的结婚繁殖混血黑二代殖民中国 | Racism | hate [END]
河南 | 官方认证 | non-hate | non-hate [END]
黑人 | 除了 | Racism | hate [SEP] 黑人 | 其余 | Racism | hate [SEP] 黑人 | 都不行 | Racism | hate [END]
艾滋病 | 传播 | non-hate | non-hate [SEP] 异性恋 | 传播 | non-hate | non-hate [END]
上海 | 笑而不语 | non-hate | non-hate [END]
你 | 真的 | non-hate | non-hate [SEP] 你 | 拉低我对 | non-hate | non-hate [SEP] 同性恋 | 真的 | non-hate | non-hate [SEP] 同性恋 | 拉低我对 | non-hate | non-hate [END]
黑人 | 犯罪率极高 | Racism | hate [END]
NULL | 河童的图片 | Sexism | hate [END]
你 | 去撒哈拉以南待两年就不会说这种话了 | non-hate | non-hate [END]
我们 | 如果不结婚就不能上族谱 | non-hate | non-hate [END]
田园女权 | 不能盲目打拳 | Sexism | hate [SEP] 田园女权 | 粪坑里找💩臭死了 | Sexism | hate [END]
男性 | 无法接受这个 | Sexism | hate [SEP] 男性 | 没有批判对错 | Sexism | hate [SEP] 喷神 | 无法接受这个 | Sexism | hate [SEP] 喷神 | 没有批判对错 | Sexism | hate [END]
田园女拳 | 有滥交的自由 | Sexism | hate [END]
大部分女性 | 可是，现在大部分女性不都说要求不婚检吗，婚检就是对我的不信任⁉ | non-hate | non-hate [SEP] 婚检 | 可是，现在大部分女性不都说要求不婚检吗，婚检就是对我的不信任⁉ | non-hate | non-hate [END]
